Orden,Fecha,Mes,Trimestre,Año,Cliente,Destino,Estado,Condicion,Envio,Categoria,Producto,Variedad,SKU,ASIN,Cantidad,Precio,Moneda
ID703,8/10/2022,10,Q4,2022,Cliente4326,Calle desconocida 6882,West Virginia,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID704,8/10/2022,10,Q4,2022,Cliente6256,Calle desconocida 4575,Kentucky,Enviada,Amazon,S,A,Azul,S-A-BASIC-AZUL,B000JK9V5K,1,109.9,USD
ID705,8/10/2022,10,Q4,2022,Cliente7236,Calle desconocida 4620,Nevada,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID706,8/10/2022,10,Q4,2022,Cliente7684,Calle desconocida 6583,Michigan,Enviada,Vendedor,S,B,Marfil,S-B-BASIC-MARF,B09A5884LT,1,79.9,USD
ID707,8/10/2022,10,Q4,2022,Cliente9858,Calle desconocida 3906,New Hampshire,Enviada,Amazon,S,B,Marfil,S-B-BASIC-MARF,B09A5884LT,1,79.9,USD
ID708,9/10/2022,10,Q4,2022,Cliente7355,Calle desconocida 2183,Texas,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID709,9/10/2022,10,Q4,2022,Cliente462,Calle desconocida 2674,Minnesota,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID710,10/10/2022,10,Q4,2022,Cliente9929,Calle desconocida 5778,Massachusetts,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID711,10/10/2022,10,Q4,2022,Cliente7883,Calle desconocida 5271,Wisconsin,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID712,10/10/2022,10,Q4,2022,Cliente3638,Calle desconocida 5678,Wyoming,Enviada,Amazon,S,B,Gris,S-B-BASIC-GRIS,B09A52L9VX,1,79.9,USD
ID713,11/10/2022,10,Q4,2022,Cliente7808,Calle desconocida 9048,Montana,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID714,11/10/2022,10,Q4,2022,Cliente5514,Calle desconocida 7761,Georgia,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID715,11/10/2022,10,Q4,2022,Cliente9485,Calle desconocida 8333,Virginia,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID716,11/10/2022,10,Q4,2022,Cliente756,Calle desconocida 8728,New Jersey,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID717,11/10/2022,10,Q4,2022,Cliente1201,Calle desconocida 9187,Pennsylvania,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID718,11/10/2022,10,Q4,2022,Cliente5797,Calle desconocida 8996,Pennsylvania,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID719,11/10/2022,10,Q4,2022,Cliente7267,Calle desconocida 3970,Wyoming,Cancelada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,0,0,
ID720,12/10/2022,10,Q4,2022,Cliente1853,Calle desconocida 9365,New Hampshire,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID721,12/10/2022,10,Q4,2022,Cliente7800,Calle desconocida 5673,Arkansas,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID722,12/10/2022,10,Q4,2022,Cliente2493,Calle desconocida 6769,Tennessee,Cancelada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,0,0,
ID723,13/10/2022,10,Q4,2022,Cliente8942,Calle desconocida 3620,Nebraska,Enviada,Vendedor,S,B,Marfil,S-B-BASIC-MARF,B09A5884LT,2,159.8,USD
ID724,13/10/2022,10,Q4,2022,Cliente4333,Calle desconocida 9902,Maryland,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID725,13/10/2022,10,Q4,2022,Cliente8404,Calle desconocida 9665,Colorado,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID726,14/10/2022,10,Q4,2022,Cliente438,Calle desconocida 9353,Tennessee,Enviada,Amazon,S,A,Azul,S-A-BASIC-AZUL,B000JK9V5K,1,109.9,USD
ID727,14/10/2022,10,Q4,2022,Cliente4037,Calle desconocida 4815,Oklahoma,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID728,15/10/2022,10,Q4,2022,Cliente9240,Calle desconocida 8747,North Carolina,Enviada,Amazon,S,A,Azul,S-A-BASIC-AZUL,B000JK9V5K,1,109.9,USD
ID729,15/10/2022,10,Q4,2022,Cliente2558,Calle desconocida 5674,Colorado,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID730,16/10/2022,10,Q4,2022,Cliente2393,Calle desconocida 3726,Kentucky,Enviada,Amazon,S,B,Gris,S-B-BASIC-GRIS,B09A52L9VX,2,159.8,USD
ID731,16/10/2022,10,Q4,2022,Cliente5933,Calle desconocida 9702,Colorado,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID732,16/10/2022,10,Q4,2022,Cliente9867,Calle desconocida 8600,Tennessee,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID733,16/10/2022,10,Q4,2022,Cliente6597,Calle desconocida 6071,South Dakota,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID734,16/10/2022,10,Q4,2022,Cliente4518,Calle desconocida 957,Pennsylvania,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID735,16/10/2022,10,Q4,2022,Cliente1845,Calle desconocida 9021,South Carolina,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID736,16/10/2022,10,Q4,2022,Cliente464,Calle desconocida 9860,Oklahoma,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID737,17/10/2022,10,Q4,2022,Cliente2146,Calle desconocida 4395,North Carolina,Enviada,Vendedor,S,B,Marfil,S-B-BASIC-MARF,B09A5884LT,2,159.8,USD
ID738,17/10/2022,10,Q4,2022,Cliente4258,Calle desconocida 4917,Iowa,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID739,17/10/2022,10,Q4,2022,Cliente2974,Calle desconocida 9677,New Mexico,Enviada,Amazon,S,A,Azul,S-A-BASIC-AZUL,B000JK9V5K,1,109.9,USD
ID740,17/10/2022,10,Q4,2022,Cliente6736,Calle desconocida 5454,Arkansas,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID741,17/10/2022,10,Q4,2022,Cliente6348,Calle desconocida 6905,Michigan,Enviada,Amazon,S,B,Gris,S-B-BASIC-GRIS,B09A52L9VX,1,79.9,USD
ID742,18/10/2022,10,Q4,2022,Cliente7798,Calle desconocida 8645,Florida,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID743,19/10/2022,10,Q4,2022,Cliente6295,Calle desconocida 9358,North Carolina,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID744,20/10/2022,10,Q4,2022,Cliente9416,Calle desconocida 7334,New Mexico,Enviada,Vendedor,S,B,Marfil,S-B-BASIC-MARF,B09A5884LT,2,159.8,USD
ID745,20/10/2022,10,Q4,2022,Cliente6401,Calle desconocida 7193,Hawaii,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID746,20/10/2022,10,Q4,2022,Cliente9592,Calle desconocida 4772,Virginia,Enviada,Vendedor,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID747,20/10/2022,10,Q4,2022,Cliente4364,Calle desconocida 2832,Massachusetts,Enviada,Amazon,S,B,Gris,S-B-BASIC-GRIS,B09A52L9VX,1,79.9,USD
ID748,20/10/2022,10,Q4,2022,Cliente6810,Calle desconocida 7430,Ohio,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,0,
ID749,21/10/2022,10,Q4,2022,Cliente5133,Calle desconocida 2842,Iowa,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID750,21/10/2022,10,Q4,2022,Cliente947,Calle desconocida 8427,Minnesota,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID751,21/10/2022,10,Q4,2022,Cliente8303,Calle desconocida 2540,North Carolina,Enviada,Amazon,S,B,Gris,S-B-BASIC-GRIS,B09A52L9VX,1,79.9,USD
ID752,21/10/2022,10,Q4,2022,Cliente4365,Calle desconocida 8751,West Virginia,Cancelada,Amazon,S,A,Azul,S-A-BASIC-AZUL,B000JK9V5K,0,0,
ID753,21/10/2022,10,Q4,2022,Cliente8958,Calle desconocida 8136,Nevada,Cancelada,Amazon,S,A,Azul,S-A-BASIC-AZUL,B000JK9V5K,0,0,
ID754,22/10/2022,10,Q4,2022,Cliente5456,Calle desconocida 8582,West Virginia,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID755,22/10/2022,10,Q4,2022,Cliente4667,Calle desconocida 4329,Maine,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID756,22/10/2022,10,Q4,2022,Cliente1129,Calle desconocida 9294,Hawaii,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID757,22/10/2022,10,Q4,2022,Cliente6520,Calle desconocida 3981,Nevada,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID758,23/10/2022,10,Q4,2022,Cliente616,Calle desconocida 3135,Massachusetts,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID759,23/10/2022,10,Q4,2022,Cliente4029,Calle desconocida 6839,Rhode Island,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID760,23/10/2022,10,Q4,2022,Cliente4685,Calle desconocida 5830,North Carolina,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID761,23/10/2022,10,Q4,2022,Cliente3640,Calle desconocida 8746,Alaska,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID762,24/10/2022,10,Q4,2022,Cliente9988,Calle desconocida 6142,Pennsylvania,Enviada,Amazon,S,B,Marfil,S-B-BASIC-MARF,B09A5884LT,2,159.8,USD
ID763,24/10/2022,10,Q4,2022,Cliente3909,Calle desconocida 7646,Alaska,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID764,24/10/2022,10,Q4,2022,Cliente3297,Calle desconocida 9876,Mississippi,Enviada,Amazon,S,B,Gris,S-B-BASIC-GRIS,B09A52L9VX,1,79.9,USD
ID765,25/10/2022,10,Q4,2022,Cliente1433,Calle desconocida 1272,Utah,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID766,25/10/2022,10,Q4,2022,Cliente8632,Calle desconocida 7035,California,Enviada,Amazon,S,A,Azul,S-A-BASIC-AZUL,B000JK9V5K,1,109.9,USD
ID767,25/10/2022,10,Q4,2022,Cliente6498,Calle desconocida 3174,Texas,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID768,25/10/2022,10,Q4,2022,Cliente7406,Calle desconocida 3141,New Mexico,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID769,25/10/2022,10,Q4,2022,Cliente5821,Calle desconocida 877,Utah,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,0,
ID770,25/10/2022,10,Q4,2022,Cliente3176,Calle desconocida 9474,Connecticut,Cancelada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,0,0,
ID771,26/10/2022,10,Q4,2022,Cliente2312,Calle desconocida 6552,Montana,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID772,26/10/2022,10,Q4,2022,Cliente9062,Calle desconocida 8803,Texas,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID773,26/10/2022,10,Q4,2022,Cliente9800,Calle desconocida 4727,Mississippi,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID774,26/10/2022,10,Q4,2022,Cliente2007,Calle desconocida 4868,New Jersey,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID775,27/10/2022,10,Q4,2022,Cliente5631,Calle desconocida 7238,Massachusetts,Enviada,Amazon,S,B,Gris,S-B-BASIC-GRIS,B09A52L9VX,2,159.8,USD
ID776,27/10/2022,10,Q4,2022,Cliente3971,Calle desconocida 4541,Maine,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID777,27/10/2022,10,Q4,2022,Cliente6028,Calle desconocida 5955,Kentucky,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID778,27/10/2022,10,Q4,2022,Cliente4689,Calle desconocida 9323,Kansas,Enviada,Amazon,S,A,Azul,S-A-BASIC-AZUL,B000JK9V5K,1,109.9,USD
ID779,27/10/2022,10,Q4,2022,Cliente1288,Calle desconocida 3908,Oregon,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID780,29/10/2022,10,Q4,2022,Cliente7457,Calle desconocida 7638,Idaho,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID781,30/10/2022,10,Q4,2022,Cliente2932,Calle desconocida 4350,California,Enviada,Amazon,S,B,Gris,S-B-BASIC-GRIS,B09A52L9VX,2,159.8,USD
ID782,30/10/2022,10,Q4,2022,Cliente8477,Calle desconocida 1957,Minnesota,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID783,30/10/2022,10,Q4,2022,Cliente6350,Calle desconocida 9690,Arkansas,Enviada,Amazon,S,A,Azul,S-A-BASIC-AZUL,B000JK9V5K,1,109.9,USD
ID784,30/10/2022,10,Q4,2022,Cliente3580,Calle desconocida 4609,Arizona,Enviada,Amazon,S,A,Azul,S-A-BASIC-AZUL,B000JK9V5K,1,109.9,USD
ID785,30/10/2022,10,Q4,2022,Cliente2995,Calle desconocida 5979,New Hampshire,Cancelada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,0,0,
ID786,31/10/2022,10,Q4,2022,Cliente8500,Calle desconocida 1467,Maine,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID787,1/11/2022,11,Q4,2022,Cliente700,Calle desconocida 2165,Michigan,Enviada,Vendedor,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID788,1/11/2022,11,Q4,2022,Cliente905,Calle desconocida 6575,Montana,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID789,2/11/2022,11,Q4,2022,Cliente4289,Calle desconocida 5243,Maryland,Enviada,Vendedor,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,1,79.9,USD
ID790,2/11/2022,11,Q4,2022,Cliente8744,Calle desconocida 3222,Louisiana,Enviada,Vendedor,S,A-,Gris,S-A-ECON-GRIS,B0BL5HR652,1,79.9,USD
ID791,2/11/2022,11,Q4,2022,Cliente9972,Calle desconocida 2008,Virginia,Enviada,Amazon,S,B,Marfil,S-B-BASIC-MARF,B09A5884LT,1,0,
ID792,4/11/2022,11,Q4,2022,Cliente823,Calle desconocida 2102,Tennessee,Enviada,Amazon,S,B,Gris,S-B-BASIC-GRIS,B09A52L9VX,2,159.8,USD
ID793,4/11/2022,11,Q4,2022,Cliente7855,Calle desconocida 9078,Kentucky,Enviada,Amazon,S,A,Azul,S-A-BASIC-AZUL,B000JK9V5K,1,109.9,USD
ID794,4/11/2022,11,Q4,2022,Cliente2353,Calle desconocida 2979,Connecticut,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID795,4/11/2022,11,Q4,2022,Cliente4559,Calle desconocida 9768,Hawaii,Enviada,Amazon,S,A,Azul,S-A-BASIC-AZUL,B000JK9V5K,1,109.9,USD
ID796,4/11/2022,11,Q4,2022,Cliente8669,Calle desconocida 8862,Colorado,Enviada,Vendedor,S,A-,Gris,S-A-ECON-GRIS,B0BL5HR652,1,79.9,USD
ID797,4/11/2022,11,Q4,2022,Cliente4142,Calle desconocida 9563,Maryland,Enviada,Amazon,S,B,Gris,S-B-BASIC-GRIS,B09A52L9VX,1,79.9,USD
ID798,5/11/2022,11,Q4,2022,Cliente4417,Calle desconocida 3232,Kansas,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID799,5/11/2022,11,Q4,2022,Cliente4241,Calle desconocida 7628,Montana,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID800,5/11/2022,11,Q4,2022,Cliente5254,Calle desconocida 2953,Oregon,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID801,5/11/2022,11,Q4,2022,Cliente9184,Calle desconocida 4087,South Carolina,Enviada,Vendedor,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,1,79.9,USD
ID802,5/11/2022,11,Q4,2022,Cliente701,Calle desconocida 3921,Louisiana,Enviada,Amazon,S,B,Marfil,S-B-BASIC-MARF,B09A5884LT,1,79.9,USD
ID803,6/11/2022,11,Q4,2022,Cliente5043,Calle desconocida 5024,Virginia,Enviada,Amazon,S,A,Azul,S-A-BASIC-AZUL,B000JK9V5K,1,109.9,USD
ID804,6/11/2022,11,Q4,2022,Cliente2436,Calle desconocida 2618,Louisiana,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID805,6/11/2022,11,Q4,2022,Cliente22,Calle desconocida 1213,Iowa,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID806,6/11/2022,11,Q4,2022,Cliente8974,Calle desconocida 6815,Iowa,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID807,6/11/2022,11,Q4,2022,Cliente8914,Calle desconocida 5605,West Virginia,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID808,6/11/2022,11,Q4,2022,Cliente9592,Calle desconocida 2525,Virginia,Enviada,Vendedor,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,1,79.9,USD
ID809,6/11/2022,11,Q4,2022,Cliente9861,Calle desconocida 4982,Missouri,Enviada,Amazon,S,B,Gris,S-B-BASIC-GRIS,B09A52L9VX,1,79.9,USD
ID810,7/11/2022,11,Q4,2022,Cliente1806,Calle desconocida 3933,Georgia,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID811,7/11/2022,11,Q4,2022,Cliente2439,Calle desconocida 2726,Maryland,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID812,8/11/2022,11,Q4,2022,Cliente5324,Calle desconocida 1731,Pennsylvania,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID813,8/11/2022,11,Q4,2022,Cliente5005,Calle desconocida 9075,Minnesota,Enviada,Amazon,S,A,Azul,S-A-BASIC-AZUL,B000JK9V5K,1,109.9,USD
ID814,8/11/2022,11,Q4,2022,Cliente3821,Calle desconocida 3860,Georgia,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID815,8/11/2022,11,Q4,2022,Cliente7377,Calle desconocida 9051,Wisconsin,Enviada,Vendedor,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,1,79.9,USD
ID816,8/11/2022,11,Q4,2022,Cliente6658,Calle desconocida 7046,Mississippi,Enviada,Amazon,S,B,Marfil,S-B-BASIC-MARF,B09A5884LT,2,0,
ID817,9/11/2022,11,Q4,2022,Cliente7547,Calle desconocida 7216,Nebraska,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID818,9/11/2022,11,Q4,2022,Cliente5295,Calle desconocida 5154,Minnesota,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID819,9/11/2022,11,Q4,2022,Cliente8653,Calle desconocida 262,Missouri,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID820,9/11/2022,11,Q4,2022,Cliente2557,Calle desconocida 3153,Montana,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID821,10/11/2022,11,Q4,2022,Cliente2507,Calle desconocida 7623,California,Enviada,Amazon,S,A,Azul,S-A-BASIC-AZUL,B000JK9V5K,1,109.9,USD
ID822,10/11/2022,11,Q4,2022,Cliente3020,Calle desconocida 581,Indiana,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID823,11/11/2022,11,Q4,2022,Cliente1175,Calle desconocida 9504,Iowa,Enviada,Amazon,S,A,Azul,S-A-BASIC-AZUL,B000JK9V5K,1,109.9,USD
ID824,11/11/2022,11,Q4,2022,Cliente41,Calle desconocida 3765,California,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID825,11/11/2022,11,Q4,2022,Cliente1299,Calle desconocida 2213,Vermont,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID826,11/11/2022,11,Q4,2022,Cliente5760,Calle desconocida 5023,Rhode Island,Enviada,Amazon,S,B,Marfil,S-B-BASIC-MARF,B09A5884LT,1,79.9,USD
ID827,11/11/2022,11,Q4,2022,Cliente245,Calle desconocida 7476,Georgia,Enviada,Amazon,S,B,Marfil,S-B-BASIC-MARF,B09A5884LT,1,79.9,USD
ID828,12/11/2022,11,Q4,2022,Cliente1126,Calle desconocida 3367,Maine,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID829,12/11/2022,11,Q4,2022,Cliente9096,Calle desconocida 2694,Rhode Island,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID830,13/11/2022,11,Q4,2022,Cliente660,Calle desconocida 6751,Iowa,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID831,13/11/2022,11,Q4,2022,Cliente567,Calle desconocida 9105,Missouri,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID832,13/11/2022,11,Q4,2022,Cliente6136,Calle desconocida 5296,Ohio,Enviada,Amazon,S,B,Marfil,S-B-BASIC-MARF,B09A5884LT,1,79.9,USD
ID833,14/11/2022,11,Q4,2022,Cliente7475,Calle desconocida 1832,Nevada,Enviada,Amazon,S,A,Azul,S-A-BASIC-AZUL,B000JK9V5K,1,109.9,USD
ID834,14/11/2022,11,Q4,2022,Cliente5595,Calle desconocida 6626,New Mexico,Enviada,Amazon,S,B,Gris,S-B-BASIC-GRIS,B09A52L9VX,2,0,
ID835,15/11/2022,11,Q4,2022,Cliente9879,Calle desconocida 4922,Arkansas,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID836,15/11/2022,11,Q4,2022,Cliente6741,Calle desconocida 3623,Virginia,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID837,16/11/2022,11,Q4,2022,Cliente8175,Calle desconocida 4694,New Hampshire,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID838,16/11/2022,11,Q4,2022,Cliente6325,Calle desconocida 3366,Louisiana,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID839,16/11/2022,11,Q4,2022,Cliente2920,Calle desconocida 2033,Nebraska,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,102.4,USD
ID840,16/11/2022,11,Q4,2022,Cliente3214,Calle desconocida 7835,Connecticut,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,102.4,USD
ID841,16/11/2022,11,Q4,2022,Cliente8234,Calle desconocida 533,Mississippi,Enviada,Amazon,S,A,Azul,S-A-BASIC-AZUL,B000JK9V5K,1,102.4,USD
ID842,16/11/2022,11,Q4,2022,Cliente6082,Calle desconocida 651,Louisiana,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,102.4,USD
ID843,16/11/2022,11,Q4,2022,Cliente299,Calle desconocida 7319,Virginia,Enviada,Amazon,S,B,Marfil,S-B-BASIC-MARF,B09A5884LT,1,79.9,USD
ID844,17/11/2022,11,Q4,2022,Cliente2796,Calle desconocida 4613,Michigan,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,102.4,USD
ID845,17/11/2022,11,Q4,2022,Cliente522,Calle desconocida 3836,New Jersey,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,102.4,USD
ID846,17/11/2022,11,Q4,2022,Cliente7826,Calle desconocida 9078,New Mexico,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,102.4,USD
ID847,17/11/2022,11,Q4,2022,Cliente6162,Calle desconocida 8587,Minnesota,Enviada,Amazon,S,B,Gris,S-B-BASIC-GRIS,B09A52L9VX,1,79.9,USD
ID848,18/11/2022,11,Q4,2022,Cliente6145,Calle desconocida 9865,Virginia,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,102.4,USD
ID849,18/11/2022,11,Q4,2022,Cliente7751,Calle desconocida 9430,Oregon,Enviada,Amazon,S,B,Gris,S-B-BASIC-GRIS,B09A52L9VX,1,79.9,USD
ID850,19/11/2022,11,Q4,2022,Cliente5815,Calle desconocida 9210,New Hampshire,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,102.4,USD
ID851,19/11/2022,11,Q4,2022,Cliente2855,Calle desconocida 2045,Washington,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,102.4,USD
